Sexe;Edat;Edat3;P1;P1_1;P1_2;P2;P3;P4_METROS;P4_HABITACIONES;P5_1;P5_2;P5_3;P5_4;P5_5;P6_1;P6_2;P6_3Febre;P6_3Cansament;P6_3Tos;P6_3DolorsMusculars;P6_3SecrecioNasal;P6_3MalGola;P6_3PerduaOlfacte;P6_3PerduaGust;P6_3DolorEstomacal;P6_3MalCap;P6_3Eczemes;P6_3DolorPit;P6_3Ofec;P6_3Esternuts;P6_3Mucositat;P6_3Congestio;P6_3Diarrea;P6_3Esgotament;P6_4;P6_5;P7;P7_1_TREBALLAR;P7_1_TRAURE_FEM;P7_1_PASSEJAR_GOS;P7_1_METGE_FARMACIA;P7_1_COMPRAR;P7_1_SUPERMERCAT;P7_1_MENJAR_MAJOR;P7_1_PASSEJAR_FILLS;P7_1_PASSEJAR;P7_1_ANAR_HORT;P7_1_PASSEJAR_MAJOR;P7_1_ESPORT;P7_2;P8_1;P8_2;P8_3;P8_4;P8_5;P8_6;P8_7;P8_8;P8_9;P9_Noningú;P9_Sírepartidor;P9_Sícuidadora;P9_Sínetejadora;P9_Sífamiliar;P9_Síamicaoveía;P9_Altre;P9_N.S;P9_N.C;P10;P11;P12;P13;P14;P15;P15_ICO;P15_ERTE;P15_DESEMPLEO;P15_ALIMENTOS;P15_TABLET;P15_MORATORIO_HIPOTECA;P15_AJUDA_FISCAL_AJUNT;P15_CUOTA_AUTONOM;P15_CESE_ACT_AUTONOM;P15_AJUDA_AJUNT_AUTONOM;P15_AJUDA_GENERALITAT_AUTONOM;P15_AJUDA_GENERALITAT;P15_AJUDA_AJUNT;P16_1;P16_2;P17_PerlaTV;P17_Perlaràdio;P17_Pelsdiaris;P17_PerlesxarxessocialsFacebookWhatsAppTwitterTelegram;P17_Altres;P17_N.S;P17_N.C;P17_1_TV;P17_1_RADIO;P17_1_DIARIS;P17_1_XARXES;P17_1_ALTRES;P18_1;P18_2;P18_3;P18_4;P18_5;P18_6;P18_7;P18_8;P19_CONFINAMENT;P19_FALTA_VIDA_SOCIAL;P19_FALTA_LLIBERTAT_RUTINES;P19_TREBALL;P19_POR_MALALTIA;P19_EFECTES_PSICOLOGICS;P19_MILLORA_REL_FAMILIARS;P19_PROBLEMES_CONCILIAR;P19_MES_TEMPS;P19_CANVIS_RELACIONS;P19_EFECTES_SOCIOPOLITICS;P19_CAP;P19_NO_SAP;P20_1;P20_2;P20_3;P20_4;P20_5;P20_6;P20_7;P21_1;P21_2;P21_3;P21_4;P21_5;P21_6;P21_7;P21_8;P22_1;P22_2;P22_3;P22_4;P22_5;P22_6;P22_7;P22_8;P22_9;P23_1;P23_2;P23_3;P23_4;P24_MESES;P25;P26;P27;P28
2;42;2,00;4,00;2,00;0,00;2;1;2,00;4,00;1;2;1;1;1;3;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;6;1;3;2;3;6;6;1;1;1;0;0;0;0;0;0;0;0;3;5;6;1;1;2;;;;;;;;;;;;;;2;2;1;0;0;0;0;0;0;6;;;;;10;10;10;98;8;8;8;8;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6;7;10;10;9;9;9;98;6;7;98;6;98;7;98;2;2;2;1;4;4;4;2;2;5;5;5;2;3,00;1;5;5;99
1;49;2,00;4,00;1,00;0,00;2;1;3,00;5,00;1;2;2;1;5;3;;;;;;;;;;;;;;;;;;;;;;1;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1;6;3;2;2;3;2;6;6;2;1;0;0;0;0;0;0;0;0;3;4;2;4;3;1;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2;2;1;0;0;0;0;0;0;3;;;;;9;10;9;6;6;8;8;6;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6;6;9;10;8;8;8;6;6;8;5;7;5;4;4;2;1;2;2;5;2;3;2;1;1;1;4;1;1,00;1;5;2;5
2;71;3,00;3,00;0,00;2,00;1;1;2,00;5,00;98;98;98;98;98;3;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;6;6;2;2;3;6;6;6;2;1;0;0;0;0;0;0;0;0;2;2;;;;2;;;;;;;;;;;;;;2;2;1;1;0;0;0;0;0;5;4;;;;10;10;10;98;98;10;9;98;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6;6;9;10;9;7;7;98;98;7;7;7;7;7;7;2;2;98;1;3;2;2;1;2;5;5;4;1;3,00;1;6;2;4
2;42;2,00;4,00;2,00;0,00;2;1;2,00;5,00;1;1;1;1;1;3;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;3;1;3;3;3;3;2;1;1;0;1;0;0;0;0;0;0;0;3;4;6;1;1;2;;;;;;;;;;;;;;1;1;0;0;1;0;0;0;0;;;1;;;10;10;10;98;7;9;9;6;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;2;3;9;8;6;2;6;7;7;5;2;5;3;4;3;1;2;98;2;2;2;2;2;4;2;2;4;1;2,00;1;98;3;5
2;54;2,00;2,00;0,00;0,00;2;1;2,00;4,00;1;1;1;1;1;3;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;3;1;2;2;3;1;1;2;1;1;0;0;0;0;0;0;0;0;3;5;7;;;2;;;;;;;;;;;;;;1;3;1;0;0;0;0;0;0;4;;;;;10;10;10;1;10;9;5;5;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1;3;3;10;3;1;1;3;3;3;3;3;3;3;3;1;2;1;4;5;2;2;2;2;5;5;5;4;2,00;1;4;2;4
2;46;2,00;4,00;1,00;0,00;2;1;2,00;5,00;1;1;1;1;1;3;;;;;;;;;;;;;;;;;;;;;;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1;3;2;3;2;2;3;6;1;2;1;0;0;0;0;0;0;0;0;4;99;6;2;2;2;;;;;;;;;;;;;;2;3;1;0;0;0;0;0;0;6;;;;;10;10;10;98;10;10;7;7;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6;4;4;10;4;4;4;4;4;5;1;6;4;4;4;1;2;2;4;5;4;4;2;4;5;4;5;4;3,00;1;3;2;5
2;25;1,00;2,00;0,00;0,00;2;1;2,00;4,00;1;1;1;1;1;3;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;1;1;2;2;3;3;3;1;1;1;0;0;0;0;0;0;0;0;3;5;7;;;99;;;;;;;;;;;;;;2;3;0;0;0;1;0;0;0;;;;6;;10;7;10;6;10;10;9;7;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6;2;5;10;3;5;4;2;3;3;2;4;3;4;3;2;2;98;2;2;2;5;1;4;5;5;5;5;4,00;1;4;5;4
1;41;2,00;1,00;0,00;0,00;2;1;2,00;5,00;1;1;1;1;1;3;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;1;1;2;2;6;6;1;1;1;0;0;0;0;0;0;0;0;4;99;6;2;2;2;;;;;;;;;;;;;;2;2;1;0;0;1;0;0;0;5;;;2;;10;9;9;4;9;4;6;5;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8;5;7;8;5;3;3;98;9;9;1;9;98;9;98;2;1;4;4;5;2;2;2;2;5;5;1;5;5,00;1;4;5;4
2;52;2,00;3,00;0,00;0,00;2;1;2,00;4,00;98;1;98;98;98;3;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;3;1;1;2;3;3;98;1;1;1;0;0;0;0;0;0;0;0;2;3;4;;;3;;;;;;;;;;;;;;1;3;1;0;0;0;0;0;0;7;;;;;9;9;9;7;8;8;8;8;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;9;7;7;7;8;7;7;7;7;8;2;9;3;8;3;4;4;2;4;5;2;4;2;2;1;1;5;5;3,00;1;4;3;3
1;65;3,00;5,00;1,00;1,00;2;1;2,00;4,00;1;2;2;2;3;3;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;3;2;1;1;2;2;2;1;2;1;0;0;0;0;0;0;0;0;3;2;7;;;2;;;;;;;;;;;;;;1;1;1;0;0;0;0;0;0;7;;;;;10;8;10;98;9;10;7;6;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6;5;6;6;7;7;6;6;6;7;6;6;6;6;6;2;2;2;1;3;2;2;2;2;2;2;4;3;2,00;2;6;1;3
2;18;1,00;4,00;0,00;0,00;1;1;2,00;4,00;1;1;1;1;1;3;;;;;;;;;;;;;;;;;;;;;;1;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1;3;1;3;2;3;6;6;1;1;1;0;0;0;0;0;0;0;0;3;5;7;;;2;;;;;;;;;;;;;;2;2;1;0;0;0;0;0;0;6;;;;;10;10;10;98;7;8;7;7;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8;8;8;9;8;6;8;98;7;6;6;7;6;6;7;2;1;1;4;2;2;1;2;2;5;5;1;1;2,00;1;4;3;98
1;31;1,00;1,00;0,00;0,00;2;2;2,00;4,00;1;1;1;4;3;3;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;1;1;1;3;3;6;1;1;1;0;0;0;0;0;0;0;0;3;4;2;4;98;1;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2;2;0;0;0;0;1;0;0;;;;;1;10;5;10;5;8;10;7;7;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;3;1;5;8;2;2;4;5;5;1;1;1;1;1;1;2;1;1;2;5;2;2;4;2;4;4;5;5;2,00;1;5;5;4
2;18;1,00;3,00;0,00;0,00;1;1;2,00;4,00;1;1;1;1;1;3;;;;;;;;;;;;;;;;;;;;;;1;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1;1;1;1;1;3;6;6;1;1;1;0;0;0;0;0;0;0;0;3;5;7;;;2;;;;;;;;;;;;;;1;2;1;0;0;0;1;0;0;5;;;;9;10;6;10;6;6;6;6;6;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8;6;7;6;6;6;6;6;7;8;1;6;6;7;6;2;98;5;2;5;2;1;2;2;5;5;5;5;2,00;1;98;2;98
2;83;3,00;2,00;0,00;2,00;1;1;3,00;4,00;98;98;98;98;98;3;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;2;1;1;2;6;6;6;2;0;0;0;0;1;0;0;0;0;2;5;;;;2;;;;;;;;;;;;;;3;3;1;0;0;0;0;0;0;5;;;;;10;10;10;10;10;10;10;10;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9;8;8;10;8;8;8;6;2;5;1;5;1;5;1;98;98;98;1;98;1;5;1;5;5;5;5;5;2,00;4;2;2;3
2;69;3,00;2,00;0,00;2,00;2;1;2,00;4,00;98;1;98;98;98;3;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;1;2;2;3;1;6;6;1;1;0;0;0;0;0;0;1;0;0;2;5;7;;;2;;;;;;;;;;;;;;1;2;1;0;0;0;1;0;0;7;;;;1;9;10;10;2;10;7;8;7;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6;6;5;10;3;6;5;4;1;5;1;8;7;8;7;4;4;2;2;2;4;5;3;2;5;5;5;5;5,00;1;3;3;5
1;67;3,00;2,00;0,00;0,00;1;1;2,00;4,00;1;1;1;1;1;3;;;;;;;;;;;;;;;;;;;;;;1;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1;2;1;2;1;3;6;6;6;2;0;0;0;0;1;0;0;0;0;3;5;7;;;2;;;;;;;;;;;;;;2;2;1;0;1;0;0;0;0;1;;1;;;10;8;10;7;8;8;6;6;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6;6;7;9;9;8;8;7;8;7;6;8;6;7;5;4;1;4;3;4;2;2;2;2;5;5;5;2;2,00;2;4;2;4
2;64;2,00;2,00;0,00;1,00;1;2;2,00;3,00;1;1;1;1;1;3;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;6;1;2;2;3;3;3;1;1;1;0;0;0;0;0;0;0;0;3;5;7;;;2;;;;;;;;;;;;;;2;2;1;0;0;0;0;0;0;6;;;;;10;10;10;7;7;10;10;10;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5;3;3;9;3;5;3;98;5;7;4;9;5;9;5;1;2;2;4;4;2;2;2;2;2;2;1;1;2,00;2;99;4;99
2;50;2,00;5,00;2,00;0,00;2;1;2,00;4,00;1;1;1;1;1;3;;;;;;;;;;;;;;;;;;;;;;1;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1;3;1;3;1;3;99;99;2;2;0;1;0;0;0;1;0;0;0;3;3;6;1;3;2;;;;;;;;;;;;;;2;2;1;0;0;0;0;0;0;6;;;;;10;8;9;8;8;10;10;8;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6;3;3;8;5;8;6;7;7;8;6;8;6;9;6;1;1;1;1;5;2;2;1;1;1;1;1;1;2,00;1;99;4;99
2;48;2,00;3,00;0,00;0,00;2;2;2,00;4,00;1;1;1;1;1;3;;;;;;;;;;;;;;;;;;;;;;1;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1;3;1;3;1;3;6;6;1;1;0;1;0;0;0;0;0;0;0;3;4;7;;;2;;;;;;;;;;;;;;2;2;1;0;0;1;0;0;0;1;;;2;;10;9;10;5;7;8;8;4;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2;2;4;5;1;4;2;98;4;7;4;8;4;8;4;2;4;4;5;1;4;2;2;2;4;4;1;1;2,00;1;4;4;99
1;44;2,00;3,00;1,00;0,00;2;2;3,00;5,00;1;1;1;1;1;3;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;3;2;2;1;3;3;3;2;1;1;0;0;0;0;0;0;0;0;3;3;6;1;2;2;;;;;;;;;;;;;;3;3;1;1;0;0;0;0;0;3;2;;;;10;10;10;7;7;7;5;5;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;7;7;7;7;7;7;98;6;1;6;8;98;7;98;4;2;4;2;4;2;2;4;2;1;1;1;1;5,00;1;5;5;99
2;52;2,00;4,00;1,00;0,00;2;1;2,00;4,00;2;1;1;1;4;3;;;;;;;;;;;;;;;;;;;;;;1;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1;3;2;3;1;3;6;6;2;1;1;0;0;0;0;0;0;0;0;4;99;6;2;2;2;;;;;;;;;;;;;;3;3;1;0;0;0;0;0;0;6;;;;;10;10;10;6;7;10;5;5;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6;6;6;9;6;6;6;7;8;7;3;6;4;6;5;4;2;98;4;5;2;4;4;4;2;2;1;2;4,00;1;99;3;99
2;21;1,00;3,00;0,00;0,00;1;2;2,00;5,00;1;1;2;1;1;3;;;;;;;;;;;;;;;;;;;;;;1;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1;3;1;1;3;3;6;6;1;1;1;0;0;0;0;0;0;0;0;3;3;7;;;2;;;;;;;;;;;;;;1;1;1;0;1;1;0;0;0;1;;2;4;;10;6;10;7;7;8;7;98;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5;6;5;9;6;7;5;8;6;8;3;9;98;9;98;1;2;4;4;5;4;2;2;4;1;1;1;1;2,00;1;99;4;99
1;26;1,00;3,00;0,00;0,00;1;1;2,00;3,00;1;2;1;1;1;3;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;3;2;3;1;3;6;6;1;2;0;1;0;0;0;0;0;0;0;3;5;6;1;3;2;;;;;;;;;;;;;;1;3;1;0;1;1;0;0;0;6;;3;1;;10;8;10;5;7;8;5;5;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7;5;6;7;6;6;98;6;1;6;3;8;8;8;8;2;2;1;4;4;2;2;2;2;1;4;2;2;2,00;1;7;5;99
2;61;2,00;4,00;0,00;0,00;2;1;3,00;5,00;1;1;1;1;1;3;;;;;;;;;;;;;;;;;;;;;;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2;3;1;2;2;3;6;6;2;1;1;0;0;0;0;0;0;0;0;4;99;6;2;2;2;;;;;;;;;;;;;;2;2;1;0;1;1;0;0;0;1;;3;2;;9;8;8;98;7;7;5;8;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8;6;8;8;8;5;6;6;6;1;3;3;3;3;3;2;2;2;2;1;2;1;4;1;2;2;2;2;4,00;1;8;5;99
1;58;2,00;1,00;0,00;0,00;2;1;2,00;3,00;1;1;2;4;4;3;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;3;1;3;3;2;3;6;1;1;1;0;0;0;0;0;0;0;0;4;99;6;2;3;2;;;;;;;;;;;;;;2;3;1;0;0;1;0;0;0;1;;;3;;10;10;10;7;9;8;8;7;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9;9;9;9;9;9;9;6;6;7;5;8;6;9;6;1;1;4;2;2;2;2;1;2;4;4;5;2;3,00;1;5;5;98
1;64;2,00;2,00;0,00;0,00;2;2;2,00;2,00;1;1;1;2;5;3;;;;;;;;;;;;;;;;;;;;;;1;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1;3;2;2;2;3;2;2;2;2;1;0;0;0;0;0;0;0;0;3;5;7;;;2;;;;;;;;;;;;;;2;2;1;0;0;0;0;0;0;6;;;;;10;10;10;5;8;10;6;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2;5;5;10;5;5;2;8;1;1;1;1;1;9;98;4;2;5;4;5;3;2;4;4;1;1;1;1;5,00;3;6;2;5
2;18;1,00;3,00;0,00;0,00;1;2;2,00;2,00;1;1;1;5;5;3;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;2;1;2;3;6;6;1;1;1;0;0;0;0;0;0;0;0;3;5;7;;;2;;;;;;;;;;;;;;1;1;1;0;0;0;0;0;0;3;;;;;9;9;10;98;8;10;9;98;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;98;98;98;8;98;98;98;98;98;98;98;98;98;98;98;2;4;4;4;4;2;4;2;4;1;1;1;1;3,00;1;98;3;4
1;54;2,00;3,00;0,00;0,00;1;1;2,00;3,00;1;1;1;1;4;3;;;;;;;;;;;;;;;;;;;;;;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1;3;1;3;2;3;3;6;1;1;1;0;0;0;0;0;0;0;0;4;99;6;2;3;2;;;;;;;;;;;;;;1;1;1;1;1;1;0;0;0;1;2;3;3;;8;8;9;5;6;9;5;4;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5;5;4;9;4;4;5;7;4;6;5;6;6;6;6;2;1;4;3;4;4;3;3;2;1;1;1;1;3,00;4;99;4;5
1;61;2,00;2,00;0,00;0,00;2;1;2,00;4,00;1;1;2;1;2;3;;;;;;;;;;;;;;;;;;;;;;1;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1;3;1;3;2;3;6;6;1;1;1;0;0;0;0;0;0;0;0;3;5;7;;;2;;;;;;;;;;;;;;2;3;1;0;0;0;0;0;0;1;;;;;9;9;9;98;7;9;7;4;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5;7;7;9;6;6;6;98;6;7;4;7;4;7;4;2;2;4;2;4;2;2;2;2;2;2;4;4;3,00;1;2;5;99
1;56;2,00;3,00;1,00;0,00;1;2;3,00;5,00;98;1;98;98;98;3;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;3;1;1;2;2;6;1;1;1;0;1;0;0;0;0;0;0;0;2;4;7;;;3;;;;;;;;;;;;;;2;3;1;0;1;0;0;0;0;1;;3;;;9;9;9;3;9;6;9;9;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7;5;3;7;7;10;1;98;2;2;4;6;6;8;8;2;2;1;1;1;2;1;1;1;2;4;1;1;4,00;3;99;5;99
2;71;3,00;3,00;0,00;2,00;1;1;3,00;4,00;1;1;1;1;1;3;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;6;1;2;3;3;6;6;2;2;1;0;0;0;0;0;0;0;0;3;4;;;;2;;;;;;;;;;;;;;2;2;1;0;0;0;0;0;0;1;;;;;10;8;10;98;98;10;7;5;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5;5;5;9;5;5;5;98;98;5;1;5;1;3;98;2;2;98;2;5;98;4;2;2;1;1;1;1;3,00;1;4;3;99
2;63;2,00;2,00;0,00;0,00;1;1;3,00;5,00;1;1;1;1;1;3;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;3;1;1;2;3;6;2;1;1;1;0;0;0;0;0;0;0;0;3;5;7;;;2;;;;;;;;;;;;;;1;1;1;1;1;1;0;0;0;3;3;2;3;;10;10;10;6;8;10;10;10;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1;1;1;9;5;4;7;5;5;1;7;1;7;1;7;4;1;1;2;3;2;1;1;4;1;1;1;1;5,00;4;8;5;4
1;37;1,00;4,00;2,00;0,00;2;1;2,00;4,00;1;1;2;1;4;3;;;;;;;;;;;;;;;;;;;;;;1;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2;3;2;2;2;3;2;6;2;1;1;0;0;0;0;0;0;0;0;3;4;2;1;3;1;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2;3;1;0;1;1;0;0;0;3;;17;1;;10;10;8;4;8;6;4;5;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5;98;8;8;3;8;98;4;4;2;4;6;6;5;5;3;2;3;1;4;98;5;2;2;1;2;2;1;3,00;1;8;5;99
1;44;2,00;1,00;0,00;0,00;2;2;2,00;2,00;1;1;1;1;1;2;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;0,00;2;;1;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1;3;2;1;1;3;1;1;1;1;1;0;0;0;0;0;0;0;0;3;4;6;2;3;2;;;;;;;;;;;;;;3;3;1;0;0;0;0;0;0;6;;;;;6;3;10;3;10;2;5;1;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;4;5;6;7;7;7;7;7;7;1;7;1;7;1;4;1;4;4;4;2;2;5;2;1;1;1;4;4,00;1;3;3;3
1;24;1,00;3,00;0,00;0,00;1;1;2,00;3,00;1;1;1;1;1;3;;;;;;;;;;;;;;;;;;;;;;1;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1;3;2;3;2;3;3;6;1;3;1;0;0;0;0;0;0;0;0;3;4;6;2;3;2;;;;;;;;;;;;;;2;3;1;0;0;1;0;0;0;6;;;1;;9;7;9;7;6;3;5;2;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7;4;4;8;4;6;4;2;2;6;2;5;1;6;4;5;2;5;5;5;5;5;5;5;1;1;1;2;2,00;1;2;4;98
1;28;1,00;2,00;0,00;0,00;2;1;2,00;3,00;98;1;98;98;98;3;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;2;2;2;2;3;6;1;1;1;0;0;0;0;0;0;0;0;1;4;5;;;1;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2;2;0;0;0;1;0;0;0;;;;1;;10;7;10;6;10;10;5;6;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4;4;5;7;5;9;5;3;3;8;2;8;1;5;2;4;4;4;4;5;2;2;5;4;1;1;4;4;2,00;1;2;4;4
2;55;2,00;3,00;0,00;0,00;1;1;2,00;3,00;1;1;1;2;1;3;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;2;2;2;2;6;6;2;2;1;0;0;0;0;0;0;0;0;4;99;6;2;3;2;;;;;;;;;;;;;;3;3;0;0;0;0;1;0;0;;;;;1;10;10;10;98;10;10;6;6;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5;5;6;9;8;7;5;6;6;6;6;6;6;6;6;2;2;2;2;5;2;2;2;2;5;5;5;5;5,00;1;5;4;99
2;82;3,00;1,00;0,00;1,00;1;2;2,00;3,00;98;1;98;98;98;3;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;3;1;2;2;3;6;6;2;3;0;0;0;0;0;1;0;0;0;2;4;;;;2;;;;;;;;;;;;;;1;1;1;0;0;0;0;0;0;5;;;;;7;7;8;98;98;8;2;5;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3;8;8;9;8;2;8;5;5;1;1;1;1;1;1;3;1;5;3;5;4;4;3;2;1;1;1;1;5,00;1;99;2;3
1;72;3,00;2,00;0,00;0,00;1;1;2,00;3,00;1;1;1;1;1;3;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;6;2;1;1;3;6;6;2;1;0;0;0;0;1;0;0;0;0;3;5;;;;2;;;;;;;;;;;;;;2;2;1;0;0;0;0;0;0;6;;;;;10;10;10;7;10;10;10;4;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10;10;10;10;10;8;10;8;6;10;5;10;5;10;5;1;2;2;2;5;5;4;4;2;1;1;1;1;5,00;1;2;4;4
